AreaID,AnalysisAreaName,Acres,job_spaces_orig,job_spaces_new,job_spaces_change,resunits_orig,resunits_new,resunits_change,density_hhemp_orig,density_hhemp_new,density_hhemp_change
21.0,Cottonwood Heights Highland Drive,30.938149542212173,600.0,900.0,300.0,100.0,400.0,300.0,23.0,40.0,17.0
22.0,CRESCENT VIEW LRT NC,96.65081287568886,0.0,400.0,400.0,400.0,700.0,300.0,4.0,11.0,7.0
23.0,Crossroads,511.617326053609,300.0,16800.0,16500.0,200.0,9100.0,8900.0,1.0,51.0,50.0
24.0,Daybreak,494.6328905280171,0.0,19400.0,19400.0,100.0,9500.0,9400.0,0.0,59.0,59.0
25.0,DECKER LAKE LRT NC,110.74457333613978,1200.0,2300.0,1100.0,500.0,1800.0,1300.0,16.0,37.0,21.0
26.0,Downtown Clearfield,290.31166828585924,3500.0,12300.0,8800.0,800.0,5400.0,4600.0,15.0,61.0,46.0
27.0,Downtown Provo,1391.8515591001408,36500.0,150900.0,114400.0,10300.0,39500.0,29200.0,34.0,137.0,103.0
28.0,Downtown Riverton,205.98042693280385,1800.0,6700.0,4900.0,300.0,3100.0,2800.0,10.0,48.0,38.0
29.0,Downtown South Salt Lake,164.16264122427754,5700.0,10600.0,4900.0,200.0,4400.0,4200.0,36.0,91.0,55.0
30.0,Downtown Springville,331.1522792695267,2600.0,10200.0,7600.0,600.0,5200.0,4600.0,10.0,47.0,37.0
31.0,Draper City Center,107.92298682577533,1400.0,5200.0,3800.0,0.0,2100.0,2100.0,14.0,68.0,54.0
32.0,DRAPER CRT NC,68.47837680527968,0.0,1600.0,1600.0,100.0,1200.0,1100.0,2.0,41.0,39.0
33.0,DRAPER TOWN CENTER LRT NC,41.580517344563724,900.0,1100.0,200.0,0.0,400.0,400.0,22.0,37.0,15.0
34.0,Eagle Mountain,476.3403635943278,200.0,13300.0,13100.0,200.0,7300.0,7100.0,1.0,43.0,42.0
35.0,East Antelope Center,491.655929659252,4800.0,17800.0,13000.0,1000.0,8400.0,7400.0,12.0,53.0,41.0
36.0,East Park Lane,101.36420528362595,100.0,3700.0,3600.0,0.0,2000.0,2000.0,1.0,56.0,55.0
37.0,Fairbourne Station,216.9671535139388,5100.0,34700.0,29600.0,1000.0,9100.0,8100.0,28.0,202.0,174.0
38.0,FARMINGTON CRT NC,55.62833530125054,200.0,600.0,400.0,0.0,300.0,300.0,4.0,16.0,12.0
39.0,"FASHION PLACE WEST 
 LRT NC",83.22890811054651,500.0,1800.0,1300.0,100.0,1100.0,1000.0,7.0,35.0,28.0
40.0,Five Points,271.8138893815221,2600.0,8800.0,6200.0,1000.0,4800.0,3800.0,13.0,50.0,37.0
41.0,Harrisville US 89,200.1802709961542,600.0,5200.0,4600.0,200.0,2800.0,2600.0,4.0,40.0,36.0
42.0,Harrisville Washington Boulevard,92.42434509675832,800.0,3100.0,2300.0,200.0,1500.0,1300.0,11.0,49.0,38.0
44.0,Herriman Olympia Hills,845.6857982556229,0.0,900.0,900.0,0.0,500.0,500.0,0.0,2.0,2.0
45.0,Herriman Porter Rockwell Center,117.39795637395162,0.0,3900.0,3900.0,0.0,2100.0,2100.0,0.0,51.0,51.0
46.0,Herriman Town,344.2723985880675,500.0,10800.0,10300.0,500.0,6100.0,5600.0,3.0,49.0,46.0
47.0,Highline,151.97967354037394,0.0,4700.0,4700.0,0.0,2600.0,2600.0,0.0,48.0,48.0
48.0,Hillcrest,426.38742595105623,3800.0,10200.0,6400.0,2700.0,7300.0,4600.0,15.0,41.0,26.0
49.0,"HISTORIC GARDNER 
 LRT NC",95.71191763798525,200.0,2400.0,2200.0,0.0,1600.0,1600.0,2.0,43.0,41.0
50.0,"HISTORIC SANDY 
 LRT NC",85.21594415324212,300.0,2000.0,1700.0,300.0,1400.0,1100.0,8.0,40.0,32.0
51.0,Holladay Town Center,157.88652454704547,2700.0,5400.0,2700.0,400.0,2800.0,2400.0,19.0,52.0,33.0
52.0,Independence,773.3373747790047,1600.0,14800.0,13200.0,800.0,8100.0,7300.0,3.0,30.0,27.0
53.0,JACKSON/EUCLID LRT NC,84.42164465015358,200.0,1200.0,1000.0,100.0,800.0,700.0,4.0,23.0,19.0
54.0,Jordan Bluffs,202.02836090745666,0.0,7900.0,7900.0,0.0,4300.0,4300.0,0.0,60.0,60.0
55.0,Jordan Landing,419.92496383398026,5900.0,11700.0,5800.0,600.0,4600.0,4000.0,15.0,39.0,24.0
56.0,Jordan Valley,125.58237485286702,400.0,6300.0,5900.0,200.0,2900.0,2700.0,5.0,73.0,68.0
57.0,"JORDAN VALLEY 
 LRT NC",43.134278765713404,200.0,800.0,600.0,0.0,600.0,600.0,5.0,31.0,26.0
59.0,Kearns City Center,100.99262461091647,900.0,2900.0,2000.0,200.0,1600.0,1400.0,11.0,45.0,34.0
61.0,KIMBALLS LANE LRT NC,110.58451637028122,200.0,2300.0,2100.0,300.0,1700.0,1400.0,4.0,36.0,32.0
62.0,LAYTON CRT NC,21.507384993370337,0.0,500.0,500.0,100.0,300.0,200.0,4.0,39.0,35.0
63.0,Layton Downtown,330.3608023419489,1600.0,39700.0,38100.0,1000.0,10600.0,9600.0,8.0,152.0,144.0
64.0,Layton Main Street,52.753586155479,400.0,1700.0,1300.0,200.0,1000.0,800.0,11.0,50.0,39.0
65.0,Layton Midtown,1307.2378497353875,17400.0,112300.0,94900.0,4200.0,28800.0,24600.0,17.0,108.0,91.0
66.0,LEHI CRT NC,53.94112291967415,0.0,100.0,100.0,100.0,200.0,100.0,2.0,6.0,4.0
67.0,MEADOWBROOK LRT NC,34.740374167911526,400.0,800.0,400.0,200.0,600.0,400.0,18.0,40.0,22.0
68.0,Meadowbrook Station,145.93119999578857,1900.0,6400.0,4500.0,500.0,3300.0,2800.0,17.0,66.0,49.0
69.0,Meadows,411.95410230322244,5600.0,15100.0,9500.0,200.0,6000.0,5800.0,14.0,51.0,37.0
70.0,Midland Drive - 3500 West,235.44144687327838,700.0,5200.0,4500.0,500.0,2800.0,2300.0,5.0,34.0,29.0
71.0,MIDVALE CENTER LRT NC,103.55758268594597,400.0,2500.0,2100.0,400.0,1900.0,1500.0,8.0,43.0,35.0
72.0,MIDVALE FORT UNION LRT NC,115.3518009204794,1500.0,3100.0,1600.0,200.0,1900.0,1700.0,15.0,43.0,28.0
73.0,Midvale Main Street,21.830766897487585,300.0,800.0,500.0,100.0,400.0,300.0,18.0,52.0,34.0
74.0,Millcreek 3300 South,299.04491646500185,3900.0,10200.0,6300.0,1200.0,5600.0,4400.0,17.0,53.0,36.0
75.0,Millcreek City Center,124.93246875091485,3400.0,4400.0,1000.0,300.0,2400.0,2100.0,30.0,54.0,24.0
76.0,MILLCREEK LRT NC,101.7304405013718,1700.0,3000.0,1300.0,200.0,1900.0,1700.0,19.0,47.0,28.0
79.0,Mountain View Village,483.53114811865373,400.0,17500.0,17100.0,100.0,9300.0,9200.0,1.0,55.0,54.0
80.0,Murray City Center,496.18840642698785,16900.0,61800.0,44900.0,700.0,13500.0,12800.0,35.0,152.0,117.0
81.0,MURRAY CRT NC,1.1859149762649146,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,45.0
82.0,"MURRAY NORTH 
 LRT NC",107.65341241807091,500.0,2600.0,2100.0,600.0,2300.0,1700.0,10.0,45.0,35.0
83.0,North Ogden Downtown,39.19442061438451,400.0,1400.0,1000.0,0.0,700.0,700.0,11.0,54.0,43.0
84.0,North Ogden Southtown,22.924678552200042,300.0,800.0,500.0,0.0,300.0,300.0,14.0,48.0,34.0
85.0,North Park,115.33820911955343,2700.0,4600.0,1900.0,0.0,1500.0,1500.0,24.0,53.0,29.0
86.0,North Salt Lake Town Center,210.54261478070407,1000.0,5400.0,4400.0,500.0,3100.0,2600.0,7.0,40.0,33.0
87.0,NORTH TEMPLE BRIDGE/GUADALUPE CRT NC,33.82941929116731,200.0,700.0,500.0,200.0,600.0,400.0,12.0,38.0,26.0
88.0,North Temple Center,197.00882046739397,4300.0,13500.0,9200.0,400.0,6000.0,5600.0,24.0,99.0,75.0
89.0,North View Center,25.47825163462326,400.0,800.0,400.0,0.0,300.0,300.0,16.0,43.0,27.0
90.0,Ogden 12th Street,363.1350243688336,3800.0,10800.0,7000.0,400.0,4700.0,4300.0,12.0,43.0,31.0
91.0,Ogden 25th Street,53.45381844241838,200.0,1600.0,1400.0,400.0,900.0,500.0,11.0,47.0,36.0
92.0,Ogden Downtown,1890.3130880602164,20800.0,135300.0,114500.0,3300.0,32900.0,29600.0,13.0,89.0,76.0
93.0,Ogden Harrison Boulevard,156.62402664258707,4500.0,4600.0,100.0,600.0,2200.0,1600.0,32.0,44.0,12.0
94.0,Old Mill,336.49953009860405,14300.0,17500.0,3200.0,100.0,1100.0,1000.0,43.0,56.0,13.0
95.0,Olympus Hills Center,14.49522483804968,400.0,600.0,200.0,0.0,300.0,300.0,31.0,61.0,30.0
96.0,Orem-800 North,154.4481587919237,2700.0,4600.0,1900.0,600.0,3000.0,2400.0,21.0,49.0,28.0
97.0,Orem-Center Street,207.29117773237715,4100.0,5600.0,1500.0,700.0,3200.0,2500.0,23.0,42.0,19.0
98.0,OREM CENTRAL CRT NC,170.00440862177607,1500.0,4000.0,2500.0,100.0,1900.0,1800.0,9.0,35.0,26.0
100.0,Parrish Lane Center,102.69742528735357,2600.0,4000.0,1400.0,0.0,1300.0,1300.0,25.0,52.0,27.0
101.0,Payson Main Street,213.1407231660088,1900.0,7400.0,5500.0,200.0,4000.0,3800.0,10.0,54.0,44.0
102.0,People's Freeway Center,124.54350029075033,2200.0,15800.0,13600.0,100.0,4000.0,3900.0,18.0,159.0,141.0
103.0,Pleasant View 2700 North,155.0422796932143,0.0,3600.0,3600.0,100.0,2000.0,1900.0,1.0,36.0,35.0
104.0,POWER LRT NC,59.345403981058304,500.0,2000.0,1500.0,0.0,1100.0,1100.0,9.0,53.0,44.0
105.0,Prison Site,854.7195176793495,2100.0,24500.0,22400.0,0.0,5800.0,5800.0,2.0,35.0,33.0
106.0,PROVO CENTRAL CRT NC,46.743100400889155,300.0,900.0,600.0,200.0,800.0,600.0,11.0,36.0,25.0
107.0,REDWOOD JUNCTION LRT NC,35.90790248071373,800.0,1200.0,400.0,0.0,600.0,600.0,24.0,49.0,25.0
108.0,RIVER TRAIL LRT NC,109.53354959624387,2600.0,3100.0,500.0,0.0,1000.0,1000.0,24.0,37.0,13.0
109.0,Riverdale City Center,380.711609281593,2300.0,11500.0,9200.0,400.0,5600.0,5200.0,7.0,45.0,38.0
110.0,Rock Creek,85.56822286204994,0.0,3100.0,3100.0,0.0,1700.0,1700.0,0.0,55.0,55.0
111.0,Roy 1900 West,23.767310909282912,400.0,600.0,200.0,100.0,300.0,200.0,22.0,37.0,15.0
112.0,ROY CRT NC,182.81284189375285,100.0,2500.0,2400.0,700.0,2200.0,1500.0,4.0,25.0,21.0
113.0,Roy Downtown,339.0319359117349,4000.0,7800.0,3800.0,400.0,4000.0,3600.0,13.0,35.0,22.0
114.0,Salt Lake 900 West,95.8848634797338,300.0,3100.0,2800.0,500.0,1700.0,1200.0,8.0,50.0,42.0
115.0,Salt Lake City CBD,933.4695203466391,73600.0,402200.0,328600.0,6400.0,68700.0,62300.0,86.0,505.0,419.0
116.0,Salt Lake City East Downtown,316.21206218529545,15100.0,43800.0,28700.0,5000.0,12800.0,7800.0,64.0,179.0,115.0
117.0,SANDY CIVIC CENTER LRT NC,28.752103534945178,0.0,200.0,200.0,100.0,200.0,100.0,3.0,16.0,13.0
118.0,SANDY EXPO LRT NC,33.880689348942184,200.0,400.0,200.0,100.0,200.0,100.0,6.0,19.0,13.0
119.0,Skyline Center,138.24022353009298,3100.0,4900.0,1800.0,600.0,1600.0,1000.0,27.0,47.0,20.0
120.0,SOUTH JORDAN CRT NC,27.676562438789304,700.0,1400.0,700.0,0.0,500.0,500.0,26.0,69.0,43.0
121.0,SOUTH JORDAN PARKWAY LRT NC,116.2976224104016,0.0,3500.0,3500.0,0.0,2400.0,2400.0,0.0,50.0,50.0
122.0,South Jordan Redwood Road,155.1667624304493,1200.0,4900.0,3700.0,100.0,2300.0,2200.0,8.0,46.0,38.0
123.0,STADIUM LRT NC,98.24509391162219,1500.0,2400.0,900.0,800.0,800.0,0.0,24.0,33.0,9.0
124.0,State Street Center,928.8191040145307,25000.0,41400.0,16400.0,3700.0,17200.0,13500.0,31.0,63.0,32.0
125.0,Station Park/North Station,825.7428673737754,2500.0,76200.0,73700.0,200.0,18900.0,18700.0,3.0,115.0,112.0
126.0,SUGAR FACTORY RD LRT NC,114.98918531294274,100.0,1600.0,1500.0,200.0,1200.0,1000.0,3.0,25.0,22.0
127.0,Sugarhouse,260.39423130494185,7100.0,32900.0,25800.0,1300.0,8500.0,7200.0,32.0,159.0,127.0
128.0,Sunset SR 126,167.55890278623122,2200.0,5200.0,3000.0,300.0,2700.0,2400.0,15.0,48.0,33.0
129.0,Syracuse 2000 West - North,137.0054135147607,400.0,3600.0,3200.0,300.0,1900.0,1600.0,5.0,40.0,35.0
130.0,Syracuse 2000 West - South,23.08644257849702,0.0,700.0,700.0,100.0,400.0,300.0,3.0,50.0,47.0
131.0,Syracuse City Center,139.22995567624125,900.0,2600.0,1700.0,100.0,1200.0,1100.0,7.0,27.0,20.0
132.0,Syracuse SR 193 Center,530.8496278351853,0.0,15000.0,15000.0,100.0,8200.0,8100.0,0.0,44.0,44.0
133.0,Taylorsville Expressway Center,126.84880937634983,3000.0,3000.0,0.0,600.0,1400.0,800.0,28.0,35.0,7.0
134.0,Thanksgiving Point,700.2081598511991,9500.0,71600.0,62100.0,900.0,18500.0,17600.0,15.0,129.0,114.0
135.0,The Cairns,1406.4938008758681,26000.0,164100.0,138100.0,2200.0,39100.0,36900.0,20.0,145.0,125.0
136.0,Timpanogos,509.72929670403533,3200.0,17400.0,14200.0,0.0,9100.0,9100.0,6.0,52.0,46.0
137.0,TROLLEY LRT NC,72.45348766573885,1600.0,1800.0,200.0,1000.0,1500.0,500.0,37.0,46.0,9.0
138.0,Union Park,452.6167914450759,12200.0,15400.0,3200.0,2600.0,7100.0,4500.0,33.0,50.0,17.0
139.0,University Center,577.430373725271,14600.0,71700.0,57100.0,1500.0,18900.0,17400.0,28.0,157.0,129.0
140.0,UNIVERSITY SOUTH CAMPUS LRT NC,303.50407251475417,13300.0,13300.0,0.0,100.0,100.0,0.0,44.0,44.0,0.0
141.0,Vineyard,413.19362160859487,100.0,15600.0,15500.0,0.0,8400.0,8400.0,0.0,58.0,58.0
142.0,Vista Station,339.87759333421104,900.0,17200.0,16300.0,400.0,8200.0,7800.0,4.0,75.0,71.0
143.0,Washington Terrace US 89,4.406496286978477,0.0,100.0,100.0,0.0,100.0,100.0,8.0,37.0,29.0
144.0,West Antelope Center,64.76203471593068,100.0,1500.0,1400.0,100.0,800.0,700.0,3.0,35.0,32.0
145.0,West Haven 4000 South,114.84587904404695,200.0,3500.0,3300.0,100.0,1900.0,1800.0,3.0,47.0,44.0
146.0,West Haven City Center,512.7061874756905,700.0,13500.0,12800.0,400.0,7500.0,7100.0,2.0,41.0,39.0
147.0,West Haven Midland Drive,80.27026012069251,0.0,1700.0,1700.0,300.0,1100.0,800.0,4.0,34.0,30.0
148.0,West High Center,89.7667087468686,1100.0,3800.0,2700.0,100.0,1800.0,1700.0,13.0,62.0,49.0
149.0,West Jordan City Center,430.64664990306363,2900.0,14600.0,11700.0,800.0,7400.0,6600.0,9.0,51.0,42.0
150.0,WEST JORDAN CITY CENTER LRT NC,12.650576132046519,0.0,100.0,100.0,100.0,100.0,0.0,6.0,21.0,15.0
151.0,West Ogden Center,111.98751131600771,1300.0,3400.0,2100.0,200.0,1800.0,1600.0,13.0,46.0,33.0
152.0,West Point 2000 West,148.11595587360728,100.0,4100.0,4000.0,300.0,2300.0,2000.0,2.0,43.0,41.0
153.0,West Point SR 193 Center,57.22279151074737,0.0,1700.0,1700.0,100.0,1000.0,900.0,1.0,47.0,46.0
154.0,West Roy Town Center,149.9074692356969,600.0,3400.0,2800.0,300.0,1700.0,1400.0,6.0,34.0,28.0
155.0,West Valley 5600 West,447.42111316211344,3100.0,11800.0,8700.0,800.0,6000.0,5200.0,9.0,40.0,31.0
156.0,WEST VALLEY CENTRAL LRT NC,2.738657044565948,0.0,100.0,100.0,0.0,100.0,100.0,4.0,51.0,47.0
157.0,West Valley/Taylorsville Redwood Road Center,739.1901645721596,8000.0,22900.0,14900.0,2500.0,12300.0,9800.0,14.0,48.0,34.0
158.0,WOODS CROSS CRT NC,176.77329204288844,800.0,4500.0,3700.0,400.0,2900.0,2500.0,7.0,42.0,35.0
12117.0,,36374.3731105756,483900.0,2192900.0,1709000.0,84000.0,703900.0,619900.0,16.0,80.0,64.0
